AccountId,AccountNumber,AccountType,ProductCode,BranchCode,CIF Number,Balance,AccontOpenDate,Status,ATMCardNumber,ATMPin,NB_UserId,NB_Password
,10018350720273,Savings,Savings,645,1373872594,388690,5/27/2019,Open,226788901950262,9862,100180273,Bank#0985
,10018350773006,Fixed Deposit,Fixed Deposit,646,4504188617,299853,1/25/2019,Open,246409941955291,6805,100183006,Bank^2098
,10018350907147,Fixed Deposit,Fixed Deposit,647,2819029502,1694034,5/12/2018,Closed,331006332588078,6625,100187147,Bank^2098
,10018350699890,Fixed Deposit,Fixed Deposit,742,5575258326,649294,10/16/2018,Open,212066680715589,7566,100189890,Bank#0985
,10018350860714,Savings,Savings,743,9898846055,514833,5/17/2018,Open,345304135034297,3895,100180714,Bank^2098
,10018350923441,Fixed Deposit,Fixed Deposit,744,6207266564,1244613,9/5/2018,Open,295178010444983,5280,100183441,Bank*456
,10018350820466,DEMAT,DEMAT,745,2443915593,267072,3/5/2019,Open,351346346612911,5220,100180466,Bank@3
,10018350720994,Savings,Savings,746,7019774770,247701,11/15/2019,Open,228424564373953,1732,100180994,Bank#0985
,10018350935367,DEMAT,DEMAT,747,4572311466,718610,8/21/2018,Closed,231459277195408,9587,100185367,Bank*456
,10018350702864,Fixed Deposit,Fixed Deposit,748,8652404744,1944795,8/3/2019,Open,306090327185510,1147,100182864,Bank@3
,10018350922356,Current,Current,749,2881782955,144542,2/22/2018,Open,241346901038181,2648,100182356,Bank&342
,10018350852142,Savings,Savings,750,1738594622,795759,6/13/2018,Open,342266459379070,2927,100182142,Bank#0985
,10018350891944,Current,Current,751,4670466601,355859,2/26/2018,Open,265216767850870,6678,100181944,Bank&342
,10018350889092,DEMAT,DEMAT,752,3204305124,1112180,3/30/2018,Open,235485052547226,6095,100189092,Bank&342
,10018350777898,Savings,Savings,753,5556683388,894101,8/7/2019,Open,317684868153170,4589,100187898,Bank*456
,10018350830183,Fixed Deposit,Fixed Deposit,754,3057594217,1185985,11/20/2018,Open,234910196248409,9673,100180183,Bank*456
,10018350769228,Savings,Savings,755,9841543345,1256377,1/25/2019,Open,364954619633355,5701,100189228,Bank&342
,10018350963672,Savings,Savings,756,1923897352,1569420,6/12/2019,Open,321371995344913,3911,100183672,Bank#0985
,10018350812580,Recurring Deposit,Recurring Deposit,757,5132040768,1970761,7/9/2018,Open,232393817633855,8127,100182580,Bank*456
,10018350959294,Savings,Savings,758,7302079398,1909246,11/2/2019,Open,280489714702329,7564,100189294,Bank#0985
,10018350881331,Recurring Deposit,Recurring Deposit,759,5739161512,285352,8/11/2018,Closed,344774238297205,3454,100181331,Bank#0985
,10018350867151,Fixed Deposit,Fixed Deposit,760,6914225400,955203,11/25/2018,Open,357841648760450,6353,100187151,Bank#0985
,10018350799495,Savings,Savings,761,3763901184,365701,1/11/2018,Open,294184074786329,2065,100189495,Bank*456
,10018350787379,Recurring Deposit,Recurring Deposit,762,2640674578,970850,7/29/2019,Open,229455101381482,7020,100187379,Bank@3
,10018350759566,Savings,Savings,763,4416151460,1681501,4/11/2018,Open,318090632657752,3830,100189566,Bank#0985
,10018350973925,Fixed Deposit,Fixed Deposit,764,8758309376,602022,12/20/2019,Open,216255696940744,3052,100183925,Bank@3
,10018350856929,Recurring Deposit,Recurring Deposit,765,3625984318,356590,1/16/2018,Closed,283730038275178,8778,100186929,Bank^2098
,10018350899088,Current,Current,766,2223017720,842287,12/10/2018,Open,283119499745449,8379,100189088,Bank&342
,10018350688534,Current,Current,767,2609877549,1387443,4/12/2019,Open,261850187862461,5291,100188534,Bank#0985
,10018350837039,Current,Current,768,3960623382,581638,8/7/2019,Open,228892416367377,7578,100187039,Bank^2098
,10018350829096,Savings,Savings,769,4266018410,1565027,12/26/2019,Open,295645460745171,4258,100189096,Bank#0985
,10018350907692,Fixed Deposit,Fixed Deposit,770,8983400150,838067,9/13/2019,Open,257794809656402,1154,100187692,Bank^2098
,10018350764928,Fixed Deposit,Fixed Deposit,771,9872120124,1071453,12/6/2018,Open,330797307063167,6032,100184928,Bank#0985
,10018350932071,Fixed Deposit,Fixed Deposit,772,2732184090,943345,4/17/2018,Open,253277303879541,8980,100182071,Bank&342
,10018350873205,Savings,Savings,773,4764547251,1936343,8/15/2018,Open,344677593063427,5737,100183205,Bank*456
,10018350830627,Recurring Deposit,Recurring Deposit,774,4455429796,34510,2/19/2018,Open,218608802988760,6159,100180627,Bank&342
,10018350961768,Savings,Savings,775,2934748490,1897138,4/26/2018,Open,342217758114121,4319,100181768,Bank@3
,10018350960439,Recurring Deposit,Recurring Deposit,776,3411440778,612476,10/23/2018,Open,296766460057339,4337,100180439,Bank@3
,10018350720613,DEMAT,DEMAT,777,9076633854,1446604,12/12/2019,Closed,322894612123104,1713,100180613,Bank#0985
,10018350810394,Savings,Savings,778,2488491453,1725465,1/28/2019,Open,297711297047075,6296,100180394,Bank@3
,10018350712649,DEMAT,DEMAT,779,1864532654,998662,5/26/2019,Open,353904107010817,8532,100182649,Bank^2098
,10018350902670,Savings,Savings,780,5465823266,1266704,3/27/2019,Open,276019960150455,5838,100182670,Bank&342
,10018350872577,Current,Current,781,8352950012,343159,3/9/2018,Open,275226999360432,3288,100182577,Bank@3
,10018350972078,Savings,Savings,782,4806478482,415879,3/4/2019,Open,258577867697581,4291,100182078,Bank&342
,10018350949825,Recurring Deposit,Recurring Deposit,783,3946656325,470640,10/14/2018,Closed,308534006930655,2089,100189825,Bank@3
,10018350797677,Recurring Deposit,Recurring Deposit,784,1673860124,1112899,7/31/2018,Open,290520499058251,8188,100187677,Bank^2098
,10018350824299,Recurring Deposit,Recurring Deposit,785,4775464907,1066790,5/16/2018,Open,213817572882426,1324,100184299,Bank#0985
,10018350737356,Savings,Savings,786,3064628108,1211952,10/21/2019,Open,320960652982354,2222,100187356,Bank&342
,10018350878766,Savings,Savings,787,4773088138,270947,5/16/2018,Open,262879016715050,9513,100188766,Bank^2098
,10018350929423,Recurring Deposit,Recurring Deposit,788,2143324456,286213,10/28/2019,Open,300624309289456,4047,100189423,Bank@3
,10018350760980,DEMAT,DEMAT,789,5957613041,1763112,4/7/2019,Open,355344050690828,2582,100180980,Bank#0985
,10018350846364,DEMAT,DEMAT,790,9383966439,1194698,12/27/2019,Open,304865971690272,7187,100186364,Bank@3
,10018350919200,Current,Current,791,2338710483,764272,10/29/2019,Open,245448323883599,7484,100189200,Bank#0985
,10018350794827,DEMAT,DEMAT,792,3030964704,1746775,3/16/2019,Open,285194802659715,5810,100184827,Bank#0985
,10018350794597,DEMAT,DEMAT,793,9192425155,1361103,9/23/2018,Open,288930207467160,6262,100184597,Bank@3
,10018350952461,Savings,Savings,794,4889728428,567347,3/1/2019,Open,248629106196996,2925,100182461,Bank^2098
,10018350890851,DEMAT,DEMAT,795,7146956737,769373,11/22/2019,Closed,241744630314624,4079,100180851,Bank#0985
,10018350759564,Recurring Deposit,Recurring Deposit,796,6340749228,722215,9/9/2018,Open,327696688742231,7196,100189564,Bank*456
,10018350755229,DEMAT,DEMAT,797,8565843369,303259,2/18/2018,Open,297335615390275,6567,100185229,Bank#0985
,10018350960843,Savings,Savings,798,6930903059,1195537,4/5/2019,Open,229190981448287,1446,100180843,Bank^2098
,10018350741342,Current,Current,799,6901726521,638318,4/26/2019,Open,225391401971471,5444,100181342,Bank^2098
,10018350689312,Current,Current,800,9595989618,659332,12/6/2019,Open,221830884578135,8080,100189312,Bank&342
,10018350823992,DEMAT,DEMAT,801,3840018512,943436,8/18/2018,Closed,334458860676142,3357,100183992,Bank*456
,10018350969569,Current,Current,802,2353192874,584762,1/11/2018,Open,297262933429969,4719,100189569,Bank^2098
,10018350797233,Current,Current,803,5989158437,167411,12/7/2019,Open,340105582392257,1231,100187233,Bank*456
,10018350687517,DEMAT,DEMAT,804,4725475605,1054337,6/2/2018,Open,293565558411356,5685,100187517,Bank*456
,10018350797958,Current,Current,805,2716080200,1260604,10/7/2019,Open,267765177418151,8586,100187958,Bank#0985
,10018350738241,Fixed Deposit,Fixed Deposit,806,3789817373,1349298,10/17/2018,Open,254500535345453,3374,100188241,Bank#0985
,10018350920591,Recurring Deposit,Recurring Deposit,807,9798993374,770005,9/11/2018,Open,242159668977550,2904,100180591,Bank^2098
,10018350827870,Fixed Deposit,Fixed Deposit,808,3073210385,1372799,7/9/2018,Open,309002680152223,8914,100187870,Bank#0985
,10018350898636,DEMAT,DEMAT,809,8741568037,1846521,10/15/2019,Open,266011648407715,1896,100188636,Bank@3
,10018350877909,Savings,Savings,810,2743392062,577804,11/9/2019,Open,288351528278179,9321,100187909,Bank^2098
,10018350708871,Current,Current,811,7642393511,1742469,12/1/2018,Open,299798752881365,5046,100188871,Bank#0985
,10018350797624,Fixed Deposit,Fixed Deposit,812,7935908448,1720557,11/12/2018,Open,311781525635301,5359,100187624,Bank#0985
,10018350840200,DEMAT,DEMAT,813,2177016490,1059100,10/23/2019,Closed,246396154243080,8220,100180200,Bank&342
,10018350732136,DEMAT,DEMAT,814,6682003338,850083,10/23/2019,Open,265286382352167,3738,100182136,Bank*456
,10018350826640,Current,Current,815,4281647591,150943,1/28/2018,Open,343380217640340,3950,100186640,Bank&342
,10018350731348,DEMAT,DEMAT,816,8063662702,1494166,2/2/2019,Open,299879525356398,2110,100181348,Bank@3
,10018350930853,Savings,Savings,817,5131245189,1100481,2/12/2018,Open,284440410916352,4227,100180853,Bank&342
,10018350754766,Recurring Deposit,Recurring Deposit,818,5385230210,844300,7/16/2018,Open,281107932173268,3611,100184766,Bank@3
,10018350809160,Recurring Deposit,Recurring Deposit,819,7295712056,409892,6/9/2018,Closed,325475175069163,4984,100189160,Bank&342
,10018350987687,Savings,Savings,820,6707580268,825573,2/5/2018,Open,367850578533251,5106,100187687,Bank#0985
,10018350996785,DEMAT,DEMAT,821,3945574579,1118845,2/24/2018,Open,257861752806548,8181,100186785,Bank*456
,10018350808364,Current,Current,822,8323765727,398051,9/3/2019,Open,275050259855015,6526,100188364,Bank&342
,10018350790469,Fixed Deposit,Fixed Deposit,823,5829530349,17469,9/4/2018,Open,355951544170737,1449,100180469,Bank#0985
,10018350983006,Savings,Savings,824,9464030663,1728051,11/20/2018,Open,271851076388555,4885,100183006,Bank*456
,10018350761390,Current,Current,825,6872524353,744843,12/23/2019,Open,367847639871043,3999,100181390,Bank@3
,10018350703159,DEMAT,DEMAT,826,2591964241,1563837,2/20/2019,Open,230365874420591,9136,100183159,Bank*456
,10018350797476,Fixed Deposit,Fixed Deposit,827,2917185126,913723,11/20/2019,Open,337502450192738,3910,100187476,Bank^2098
,10018350697795,Recurring Deposit,Recurring Deposit,828,9827328407,640227,2/11/2019,Open,259553544905749,9061,100187795,Bank#0985
,10018350833871,Current,Current,342,4115921421,1544194,9/9/2019,Open,258513739922912,1998,100183871,Bank&342
,10018350697026,Fixed Deposit,Fixed Deposit,343,3175566192,1024197,10/26/2018,Open,235444223556051,4405,100187026,Bank&342
,10018350858759,DEMAT,DEMAT,344,4492548311,957461,7/25/2018,Closed,219268650066437,5708,100188759,Bank^2098
,10019351893769,Recurring Deposit,Recurring Deposit,345,2868387300,1331977,5/4/2019,Open,217515153507318,8925,100193769,Bank#0985
,10019351927841,Current,Current,346,7740026742,437390,6/8/2019,Open,333470732065471,1253,100197841,Bank^2098
,10019351770101,Fixed Deposit,Fixed Deposit,347,9820443243,1857786,10/29/2018,Open,293261016062928,8582,100190101,Bank#0985
,10019351843603,Fixed Deposit,Fixed Deposit,348,4544418324,1809272,4/29/2019,Open,235738081500045,8295,100193603,Bank&342
,10019351808466,DEMAT,DEMAT,349,1366436409,1614590,9/30/2019,Open,227418443612250,5073,100198466,Bank*456
,10019351690699,DEMAT,DEMAT,350,7002766392,1966780,1/31/2018,Closed,229532890316214,7590,100190699,Bank@3
,10019351796891,Fixed Deposit,Fixed Deposit,351,3302606280,1419358,10/29/2019,Open,296684024042586,5570,100196891,Bank@3
,10019351930641,Savings,Savings,352,3060509170,59729,5/21/2019,Open,268648017778969,4272,100190641,Bank*456
,10019351730574,Savings,Savings,353,1982618281,183894,12/22/2019,Open,354475797392773,9357,100190574,Bank@3
,10019351737359,Recurring Deposit,Recurring Deposit,354,9148535056,1402375,6/20/2018,Open,323265765956696,4505,100197359,Bank@3
,10019351729348,DEMAT,DEMAT,355,8983253671,262846,6/12/2019,Open,257954629624218,9726,100199348,Bank*456
,10019351678105,Savings,Savings,356,2429711001,1323517,12/24/2019,Open,329854991189735,9255,100198105,Bank*456
,10019351989383,Current,Current,357,8193659906,1379807,3/11/2018,Open,301660263774381,8280,100199383,Bank*456
,10019351902199,Current,Current,358,2792422469,1157903,5/10/2019,Open,347720429716227,6737,100192199,Bank*456
,10019351991491,Recurring Deposit,Recurring Deposit,359,8955230637,510475,7/8/2019,Open,239879719704692,1548,100191491,Bank^2098
,10019351933832,Recurring Deposit,Recurring Deposit,360,4709522247,1996009,5/7/2018,Open,296387593003546,5761,100193832,Bank^2098
,10019351967700,Current,Current,361,4991618324,856413,4/2/2019,Open,241121458957704,2170,100197700,Bank#0985
,10019351968755,Current,Current,362,6956183165,833410,4/23/2018,Closed,313697503598942,3738,100198755,Bank#0985
,10019351998320,Savings,Savings,363,4967794381,1740945,12/3/2018,Open,346022314149361,7677,100198320,Bank@3
,10019351784279,Savings,Savings,364,2516947082,1786080,5/15/2019,Open,360077738750730,2706,100194279,Bank*456
,10019351974513,Savings,Savings,365,8166835941,1938774,5/1/2019,Open,334263069322043,7473,100194513,Bank#0985
,10019351850119,Recurring Deposit,Recurring Deposit,366,8334626035,1620947,5/2/2019,Open,261829355618490,6411,100190119,Bank#0985
,10019351978923,Recurring Deposit,Recurring Deposit,367,7874733088,129612,1/22/2018,Open,365731054413669,3955,100198923,Bank&342
,10019351844287,Fixed Deposit,Fixed Deposit,368,6094350055,600497,11/7/2019,Closed,216096419542173,8846,100194287,Bank^2098
,10019351734330,Recurring Deposit,Recurring Deposit,369,5419988999,320423,11/22/2018,Open,263328784857526,6179,100194330,Bank*456
,10019351901043,Savings,Savings,370,5163585834,586689,9/2/2019,Open,327475538381934,9787,100191043,Bank^2098
,10019351717223,Fixed Deposit,Fixed Deposit,371,4179156010,1476834,5/12/2019,Open,257446887181827,5773,100197223,Bank*456
,10019351771625,DEMAT,DEMAT,372,9857692572,1623029,7/4/2018,Open,239398462228731,3227,100191625,Bank^2098
,10019351789917,Fixed Deposit,Fixed Deposit,373,1429695185,1769347,7/5/2019,Open,340375933082163,8771,100199917,Bank#0985
,10019351724026,Recurring Deposit,Recurring Deposit,374,7729065707,1860118,6/23/2018,Open,284421821035054,5470,100194026,Bank*456
,10019351914502,Current,Current,375,3476119938,954706,4/17/2018,Open,221553064415357,7983,100194502,Bank@3
,10019351683338,Current,Current,376,2389529722,47462,10/5/2019,Open,218562300348410,7247,100193338,Bank*456
,10019351869823,Current,Current,377,2046311742,1546871,9/17/2018,Open,321464127781783,5589,100199823,Bank#0985
,10019351823218,DEMAT,DEMAT,378,6132342910,1942782,1/21/2018,Open,210809806955348,1909,100193218,Bank#0985
,10019351982399,Fixed Deposit,Fixed Deposit,379,6597075483,1921180,11/8/2019,Open,240077297662571,6274,100192399,Bank&342
,10019351898134,Current,Current,380,3103203823,936378,11/17/2018,Closed,261156229530650,1476,100198134,Bank#0985
,10019351917779,Fixed Deposit,Fixed Deposit,381,4556731306,363253,7/25/2019,Open,251859102092222,7639,100197779,Bank^2098
,10019351952895,Current,Current,382,6610951754,846496,11/12/2018,Open,355911288072015,1939,100192895,Bank^2098
,10019351882596,Recurring Deposit,Recurring Deposit,383,9905818162,1861645,5/23/2018,Open,314341316368837,6667,100192596,Bank*456
,10019351810283,Savings,Savings,384,5641498839,536030,4/4/2019,Open,346537316876968,9080,100190283,Bank*456
,10019351684782,Recurring Deposit,Recurring Deposit,385,9666214816,1625230,7/9/2018,Open,272149973971800,5616,100194782,Bank&342
,10019351776152,Fixed Deposit,Fixed Deposit,386,5772834970,846512,9/26/2018,Closed,249506429585710,6197,100196152,Bank@3
,10019351910502,Recurring Deposit,Recurring Deposit,387,8632218190,1499420,2/6/2019,Open,265012763669330,7475,100190502,Bank*456
,10019351949416,Recurring Deposit,Recurring Deposit,388,4427382523,1644830,3/6/2019,Open,319504516668948,5658,100199416,Bank#0985
,10019351985742,Fixed Deposit,Fixed Deposit,389,3328593214,723205,11/12/2019,Open,325523484322673,8566,100195742,Bank#0985
,10019351940083,Savings,Savings,390,3970529809,1174837,10/3/2018,Open,213923962213911,7594,100190083,Bank#0985
,10019351991701,Current,Current,391,9314285746,1716282,8/1/2019,Open,342502345644826,9188,100191701,Bank#0985
,10019351724836,DEMAT,DEMAT,392,7207395922,454093,8/16/2019,Open,365584252002108,9122,100194836,Bank&342
,10019351823544,Current,Current,393,5189316963,958146,1/13/2018,Open,264982624746149,7821,100193544,Bank#0985
,10019351743202,Recurring Deposit,Recurring Deposit,394,6256579104,891802,6/8/2018,Open,318755971242634,4884,100193202,Bank#0985
,10019351873605,Current,Current,395,8000435163,1203060,8/13/2018,Open,239657378113666,9839,100193605,Bank@3
,10019351701047,DEMAT,DEMAT,396,3258051898,1026645,3/6/2019,Open,221128440643460,9576,100191047,Bank^2098
,10019351776306,Fixed Deposit,Fixed Deposit,397,5521930897,742927,2/11/2018,Open,243495797773748,7708,100196306,Bank@3
,10019351931716,Current,Current,398,1817869751,207537,6/12/2019,Closed,283237238215646,9252,100191716,Bank@3
,10019351701126,Current,Current,399,1843997553,984365,5/31/2018,Open,237600011554313,7835,100191126,Bank^2098
,10019351745074,Current,Current,400,7113645185,367168,4/11/2019,Open,250927367937490,7589,100195074,Bank#0985
,10019351723891,Fixed Deposit,Fixed Deposit,401,5545885690,941174,7/1/2018,Open,298272025401951,5857,100193891,Bank^2098
,10019351906485,DEMAT,DEMAT,402,4826021303,63844,1/19/2018,Open,323188357046994,2134,100196485,Bank^2098
,10019351850674,Recurring Deposit,Recurring Deposit,403,2609863774,1358572,4/29/2019,Open,354885481950889,7165,100190674,Bank@3
,10019351858049,Fixed Deposit,Fixed Deposit,404,6153995094,1159784,12/7/2018,Closed,294322040025602,4026,100198049,Bank&342
,10019351701313,Fixed Deposit,Fixed Deposit,405,9475125869,1780559,8/8/2019,Open,240431085833800,6880,100191313,Bank&342
,10019351986261,Current,Current,406,2616160644,1566159,10/12/2018,Open,261638454020189,4696,100196261,Bank@3
,10019351833339,Savings,Savings,407,8933213348,218575,7/31/2018,Open,317405787893286,9412,100193339,Bank*456
,10019351699114,Fixed Deposit,Fixed Deposit,408,2506652028,855171,4/16/2019,Open,352951595415638,8807,100199114,Bank@3
,10019351862804,Savings,Savings,409,5983869982,762908,3/5/2018,Open,327880647342604,2047,100192804,Bank*456
,10019351845911,Savings,Savings,410,3285297872,1532606,6/3/2018,Open,230766664049835,2721,100195911,Bank^2098
,10019351697718,Fixed Deposit,Fixed Deposit,411,1889492957,1079313,10/11/2018,Open,228207125297350,3058,100197718,Bank#0985
,10019351845756,DEMAT,DEMAT,412,6988579957,1551772,10/18/2019,Open,312087992881337,2848,100195756,Bank*456
,10019351753045,Savings,Savings,413,6331492894,589271,6/21/2019,Open,334943694295089,5795,100193045,Bank&342
,10019351732967,Recurring Deposit,Recurring Deposit,414,5098315240,49074,2/28/2019,Open,290684541243135,1235,100192967,Bank@3
,10019351711090,DEMAT,DEMAT,415,5245107341,982547,12/2/2018,Open,267653534575989,7365,100191090,Bank@3
,10019351885321,Savings,Savings,416,7112824682,1989901,1/22/2018,Closed,264487470887437,3663,100195321,Bank^2098
,10019351819555,Fixed Deposit,Fixed Deposit,417,3602149531,1150802,8/12/2018,Open,348396727201480,8324,100199555,Bank^2098
,10019351800351,DEMAT,DEMAT,418,5690777382,1684671,11/2/2018,Open,338847879843575,3475,100190351,Bank#0985
,10019351871924,DEMAT,DEMAT,419,3202397632,344275,8/5/2019,Open,351778082639544,4507,100191924,Bank^2098
,10019351700704,Current,Current,420,7650711017,1129751,6/2/2019,Open,265007579943239,3393,100190704,Bank#0985
,10019351679106,Current,Current,421,2272446347,534180,7/27/2019,Open,225908913259617,9308,100199106,Bank^2098
,10019351814603,Recurring Deposit,Recurring Deposit,422,3434467525,1210273,3/1/2018,Closed,226937264726858,2763,100194603,Bank#0985
,10019351922092,Recurring Deposit,Recurring Deposit,423,2793599894,1890878,10/3/2019,Open,356062488648817,8619,100192092,Bank*456
,10019351711793,DEMAT,DEMAT,424,9324583900,887506,11/18/2019,Open,234465813410253,9175,100191793,Bank&342
,10019351825745,Current,Current,425,3673975359,162702,2/13/2018,Open,286877980273053,5047,100195745,Bank^2098
,10019351752239,Current,Current,426,2237196576,165312,12/31/2019,Open,292798625433463,8556,100192239,Bank&342
,10019351768739,Current,Current,427,7654485491,721782,2/10/2019,Open,354744486260228,1826,100198739,Bank^2098
,10019351872927,Current,Current,428,9403550680,462552,9/1/2018,Open,253425257517275,8984,100192927,Bank^2098
,10019351933954,DEMAT,DEMAT,429,8712520187,1708625,3/1/2019,Open,276966985602558,8838,100193954,Bank&342
,10019351856961,Fixed Deposit,Fixed Deposit,430,4708538223,33424,9/9/2019,Open,321017281274277,7448,100196961,Bank@3
,10019351930565,Fixed Deposit,Fixed Deposit,431,3228515805,827130,9/10/2019,Open,323988523542486,4428,100190565,Bank#0985
,10019351762284,Current,Current,432,3854845171,1349681,8/9/2018,Open,301479079917078,2795,100192284,Bank*456
,10019351756508,Current,Current,433,4723568541,1416171,6/30/2018,Open,226332968156722,2318,100196508,Bank&342
,10019351818158,DEMAT,DEMAT,434,2816221833,88561,5/10/2019,Closed,241768254345957,6043,100198158,Bank&342
,10019351718184,Savings,Savings,435,1508920379,412444,10/17/2019,Open,300863837702355,2660,100198184,Bank@3
,10019351948973,Current,Current,436,9800332512,535849,7/20/2018,Open,342110001324655,7536,100198973,Bank^2098
,10019351968268,Fixed Deposit,Fixed Deposit,437,8980238294,1739904,9/25/2019,Open,255205242295834,1981,100198268,Bank^2098
,10019351929885,DEMAT,DEMAT,438,5141021542,1576307,11/4/2019,Open,272719000040531,6039,100199885,Bank#0985
,10019351714130,Recurring Deposit,Recurring Deposit,439,7101332422,1852607,6/18/2019,Open,240641518798225,6978,100194130,Bank#0985
,10019351825415,Recurring Deposit,Recurring Deposit,440,3545418899,803710,3/29/2018,Closed,326941549722802,5074,100195415,Bank#0985
,10019351937123,Fixed Deposit,Fixed Deposit,441,1849946581,565767,3/5/2018,Open,333169553353165,8965,100197123,Bank@3
,10019351755343,Savings,Savings,442,9755251639,24028,9/25/2018,Open,328980027180436,6945,100195343,Bank#0985
,10019351921327,Savings,Savings,443,5793234807,1856733,12/24/2018,Open,292907506206267,5849,100191327,Bank^2098
,10019351933309,Recurring Deposit,Recurring Deposit,444,6424257702,765613,3/14/2019,Open,333760300148692,6626,100193309,Bank#0985
,10020352980757,Current,Current,445,6901756622,1193333,6/21/2018,Open,236676802196440,4254,100200757,Bank@3
,10020352993930,Current,Current,446,6372612618,693874,9/20/2018,Open,242284013995052,4697,100203930,Bank^2098
,10020352730689,Fixed Deposit,Fixed Deposit,447,1770456825,1648976,1/30/2018,Open,309036765409090,3790,100200689,Bank@3
,10020352981778,Current,Current,542,7796728181,53314,9/17/2019,Open,234639605727676,5890,100201778,Bank#0985
,10020352700544,Recurring Deposit,Recurring Deposit,543,1639137582,418941,11/16/2019,Open,226774665409397,6075,100200544,Bank#0985
,10020352772777,Fixed Deposit,Fixed Deposit,544,3488114592,927224,12/18/2019,Open,268322881339700,6517,100202777,Bank^2098
,10020352841308,Current,Current,545,3648242848,615676,2/19/2019,Open,323099014319895,3963,100201308,Bank#0985
,10020352735567,Fixed Deposit,Fixed Deposit,546,8258626124,90693,7/18/2019,Closed,255496718877354,5818,100205567,Bank*456
,10020352875705,Fixed Deposit,Fixed Deposit,547,3010790847,721482,12/11/2019,Open,253045176022627,1305,100205705,Bank@3
,10020352700378,Fixed Deposit,Fixed Deposit,548,8055196580,1828877,12/9/2019,Open,220615908125983,8415,100200378,Bank*456
,10020352909433,Current,Current,549,4263380307,324866,11/3/2019,Open,330116486518535,3503,100209433,Bank#0985
,10020352862928,Fixed Deposit,Fixed Deposit,550,7780947860,1988653,5/22/2018,Open,342956168558251,4132,100202928,Bank&342
,10020352863161,Current,Current,551,6575127979,763181,1/11/2019,Open,306989457688752,5109,100203161,Bank*456
,10020352907882,DEMAT,DEMAT,552,2786799582,1974536,12/21/2018,Closed,259101922315168,5553,100207882,Bank*456
,10020352755057,Current,Current,553,9530620231,629579,4/10/2018,Open,354005420006850,7745,100205057,Bank&342
,10020352740255,Recurring Deposit,Recurring Deposit,554,3333711732,1683696,6/8/2019,Open,261233243174157,9042,100200255,Bank^2098
,10020352691817,Current,Current,555,6423346971,1602552,9/30/2019,Open,343838028069142,6930,100201817,Bank^2098
,10020352709631,Recurring Deposit,Recurring Deposit,556,7497185496,602092,7/4/2019,Open,252121941346610,3679,100209631,Bank*456
,10020352965774,Recurring Deposit,Recurring Deposit,557,2040542141,820119,4/6/2019,Open,256500660519293,8600,100205774,Bank@3
,10020352998371,DEMAT,DEMAT,558,7689174141,404350,4/16/2018,Open,353176740081058,2960,100208371,Bank#0985
,10020352965534,Fixed Deposit,Fixed Deposit,559,1569969774,792936,10/6/2018,Open,243261476041368,1354,100205534,Bank^2098
,10020352684417,Savings,Savings,560,1676477377,738982,8/8/2019,Open,239128172465036,6695,100204417,Bank@3
,10020352993884,DEMAT,DEMAT,561,4835723151,1020988,9/14/2019,Open,247274391261820,1414,100203884,Bank*456
,10020352876286,Savings,Savings,562,5810928533,1666446,7/16/2018,Open,223685920537467,6744,100206286,Bank^2098
,10020352749197,Fixed Deposit,Fixed Deposit,563,1731161367,1662779,8/3/2018,Open,331827010866102,3488,100209197,Bank@3
,10020352740651,Savings,Savings,564,3601703583,716632,9/8/2018,Closed,281265256408590,6923,100200651,Bank#0985
,10020352997836,Recurring Deposit,Recurring Deposit,565,3319147236,141949,2/4/2018,Open,295531814793114,4942,100207836,Bank^2098
,10020352826020,Recurring Deposit,Recurring Deposit,566,9619068350,47669,3/16/2019,Open,326246939356946,5268,100206020,Bank^2098
,10020352876402,Current,Current,567,5523765897,1427619,1/14/2019,Open,270008210592339,4723,100206402,Bank*456
,10020352821057,Recurring Deposit,Recurring Deposit,568,9671735015,1519267,12/24/2019,Open,321739370624517,8634,100201057,Bank#0985
,10020352797937,DEMAT,DEMAT,569,5093935247,1007724,4/29/2018,Open,330638965764911,7159,100207937,Bank&342
,10020352851124,Current,Current,570,9767981924,772853,12/27/2018,Closed,309191624767377,6359,100201124,Bank@3
,10020352890937,Savings,Savings,571,8194320696,1236571,11/9/2018,Open,245361113942462,5504,100200937,Bank*456
,10020352804522,Current,Current,572,2147606709,648461,4/11/2019,Open,265444103033267,1467,100204522,Bank&342
,10020352775923,Recurring Deposit,Recurring Deposit,573,9069556793,1780511,8/5/2018,Open,350176970608589,5817,100205923,Bank#0985
,10020352986733,Fixed Deposit,Fixed Deposit,574,2982193780,1371125,4/6/2018,Open,281843608336385,9385,100206733,Bank&342
,10020352976351,Fixed Deposit,Fixed Deposit,575,8094184974,366021,5/1/2018,Open,328956268984789,2004,100206351,Bank#0985
,10020352797943,Savings,Savings,576,9678691494,500491,5/7/2019,Open,233609430352363,1416,100207943,Bank@3
,10020352773474,Fixed Deposit,Fixed Deposit,577,1880326222,401747,5/11/2019,Open,323912535906856,9563,100203474,Bank#0985
,10020352801623,Recurring Deposit,Recurring Deposit,578,5396519134,1662709,3/3/2019,Open,234733771085483,5648,100201623,Bank*456
,10020352958705,Recurring Deposit,Recurring Deposit,579,5386493088,874199,5/16/2019,Open,345557073356164,9565,100208705,Bank@3
